id,nome
SYMBOL-LCD82,LCD (2™ VERSAO 3N81) SYMBOL MC55 / MC55A0 / MC55N0
60-84126-01,PLACA PRINCIPAL MOTOROLA LS4208
CBA-M01-S07ZAR,CABO HOST IBM LISO 2 METROS PARA LEITOR LS7708
SYMBOL-SWITCH-41,GATILHO PLASTICO (SEM PLACA) PARA MOTOROLA MC9090 / MC9190 / MC92N0
0JY8D6,BATERIA STANDARD 4090 MAH PARA NOTEBOOK DELL LATITUDE E5470
CYB-14303,LCD COM TOUCH E CARCACA FRONTAL PARA DOLPHIN CT60
CR0078-PC1F007WR,BERCO DE COMUNICACAO DO LEITOR MOTOROLA LI4278
SYMBOL-SCANNER-28,"MODULO LASER LEITOR MK1100,MK1150, MK1200, MK1250,MK2200 (20-82396-12)"
SYMBOL-LCD55,"LCD PARA LEITOR SYMBOL MK1100, MK1150, MK1200, MK1250"
G41302M,SENSOR DE ETIQUETA Z110 XI3
PARAFCABSEXT,"PARAFUSO CABECA SEXTAVADA BUCHA M.USO S10 1/4""X70MM (SEM BUCHA)"
FLUXO-SOLDALIQUIDO,FLUXO DE SOLDA LIQUIDO NO CLEAN 250 ML INCOLOR IMPLASTEC
P1046696-031,SENSOR DO RIBBON ZEBRA ZE500-4 / ZE500-6
800300-350BR,RIBBON COLORIDO YMKO PARA CART’ES - ZEBRA ZC100 / ZC300
257341-018,TRAVA DO MECANISMO DA CABECA PRINTRONIX T2N
8419000,CHAVE TRAFIX COM CABO T10 TRAMONTINA 44350010 TRAM GARIBALDI
SYMBOL-MOTHERBOARD-4,PLACA PRINCIPAL(CDMA) PARA MOTOROLA ES400
TOMADAMARGPNK20A,TOMADA MARG PAINEL 20A 14124 PT S/RABICHO
P1031815-019,PLACA PRINCIPAL PARA IMPRESSORA ZEBRA GC420T
TAMPA-PLASTICO-TC506,TAMPA DE PLASTICO DO FUNDO DO ACRILICO PARA TC506
509444-001,MODULO SMART CARD LOOSELY COUP
DPO11-5562-02,TAMPA SUPERIOR PARA IMPRESSORA DATAMAX M-CLASS MARK II / ALLEGRO 6000
PLASTBOLH-30M,"BOBINA DE PLASTICO BOLHA 1,30X100 METROS (30 MICRAS)"
SYMBOL-BUZZER-01,CAMPAINHA ALTO FALANTE BIP MOTOROLA MC3090
SOPRADORARQUENTE,SOPRADOR CABO DE AR QUENTE YAXUN 702 5 FIOS 220V
CABLE-USB-1266,CABO DE COMUNICACAO USB DO LEITOR CIPHERLAB 1266
2311122,COLETOR DE DADOS DT50P RFID ANDROID 11
WD200-PULSEIRA,PULSEIRA VESTIVEL WD200
INTERURBANAS,INTERURBANAS E REC. EM VIAGEM
PETISQUEIRA,PETISQUEIRA
20-56885-11,MODULO LASER MOTOROLA LS3408 / LS3478
?150-L113E1C?2GGRU,COLETOR DE DADOS ATOL 3D 3D 5B 2A 10W
H16004-LI,BATERIA 2400MAH 7.4V PARA IMPRESSORA ZEBRA QL220 / QL320
MC330M-GI4HA2RW,COLETOR ZEBRA MC330M GUN BLUETOOTH 2D (SE475) 47 TECLAS ANDROID
P1037974-011,CABE«A DE IMPRESS√O GENUINE ZEBRA ZT230 300 DPI
SB1B-SE11A0WW,COLETOR DE DADOS MOTOROLA SB1
PWRBGA12V50W0WWI,FONTE DE ALIMENTACAO 12V 4A CABO AC E CABO DC
P1025950-009,CABECA DE IMPRESSAO ZEBRA GT800 - 203 DPI
CK75AA6MC00A6400,COLETOR DE DADOS INTERMEC CK75
MAIN-BOARD-KP-1018,PLACA PRINCIPAL KP-1018
CK71A-A4KN4-BC0,COLETOR DE DADOS INTERMEC CK71
SILICON-PUFIX-387G,SILICONE PUFIX BRANCO 387GRS TEKBOND
LIGAFIX,LIGA FIX - SOLUCAO DE REPARO INSTANTANEO (KAVIEE)
943500031,COLETOR DE DADOS SKORPIO X5 2D (47-TECLAS)
852-916-001,CARREGADOR DE BATERIA DE 8 POSI«’ES INTERMEC CK3A1 / CK70 / CK71
INTERMEC-SWITCHES-14,BOTAO RESET INTERMEC CK3A1 / SKORPIO X3 / X4
P1031925-023,CORREIA O-RING RIBBON PARA ZEBRA ZXP 1/3 SERIES
SYMBOL-TOUCH03,TOUCH SCREEN SYMBOL MC3090 / MC3190 / MC32N0
PNEU90-18MT,PNEU 90/90-18 S/C SUPER CITY
P1094879-051,PLACA PRINCIPAL PARA IMPRESSORA ZEBRA ZC100/ZC300
SYM-MAINBOARD-MC9090,PLACA PRINCIPAL COLOR 2D SE4400 SYMBOL MC9090 WIN MOBILE 5.0
PAO-DE-QUEIJO,PAO DE QUEIJO KG
SYMBOL-LCD55,"LCD PARA LEITOR SYMBOL MK1100, MK1150, MK1200, MK1250"
TAMPAOPVC,"TAMPAO PVC TRAMONTINA 3/4"" 56114/052"
15-131938-01,CABO FLEX DO MODULO LASER LORAX SE-1524 MOTROLA MC9190 GUN
MC9090-MOBILE-CURTA,COLETOR DE DADOS MOTOROLA MC9090 GUN WIN MOBILE/LASER CURTA DISTANCIA
1.62868E+12,CABO CARREGADOR USB COM SAIDA TIPO C PARA COLETORES E LEITORES
R-400-RIBBON,SENSOR DO RIBBON ARGOX R-400 PLUS
DATA-BACK-COVER-10,CARCACA TRASEIRA DATALOGIC SKORPIO X3 / X4
DESINF,DESINFETANTE GAL√O 5L
REFLETORLED,REFLETOR LED HOLOFOTE 50W BRANCO FRIO RESISTENTE A AGUA IP66
P1058930-018,KIT TOGGLE BAR PARA IMPRESSORA ZEBRA ZT410 (ORIGINAL)
CABO-CONFEC-02,CABO LISO CONFECCIONADO COMPATIVEL LEITOR DE DADOS ZEBRA (3 METROS)
CYB-15087,PLACA PCB DO BERCO (433 MHZ / BC9030)  DATALOGIC POWERSCAN PM9500
3C04-00000201,CABO FLEX DO SYNC/CHARGE DO DATALOGIC MEMOR X3
CS-MC210BL,BATERIA DE BAIXA CAPACIDADE 3.7V / 1200MAH /4.44WH ( CS ) MC2180
P1031925-011,KIT MAH HEAD COM SENSOR ZEBRA ZXP3
MC3190-GI4H24E0A,COLETOR DE DADOS 2D  MOTOROLA MC3190 GUN WIN MOBILE
ZD51013-D0AE00FZ,"IMPRESSORA DE PULSEIRA ZEBRA ZD510-300DPI  USB,SERIAL,BLUETOOTH E ETH"
BTRY-TC51-44MA1-01,BATERIA RECARREGAVEL ZEBRA TC51 / TC510K / TC56 / TC56CJ 4200MAH
ADOCANTESACHE,ADO«ANTE SACHE 800MG
BTRY-DS22EAB0E-00,BATERIA 3.7V 2400MAH PARA LEITOR ZEBRA DS2278
H-KEYPAD-PCB-15,PLACA DO TECLADO (28 TECLAS) DOLPHIN 6500
98-0470029-00LF,TRAVA DO SENSOR DE MEDIA TSC TTP-2410MT
911350061,COLETOR DE DADOS DATALOGIC JOYA TOUCH A6 PISTOL-GRIP 2D ANDROID 7.1
ESPAGUETE-RETRATIL10,ESPAGUETE TERMO RETRATIL 10MM TRANSPARENTE ROLO C/ 10 METROS
L3100-1D-USB,LEITOR DE DADOS SHUTTERSCAN YANZEO 1D LASER BARCODE SCA
SYM-BACK-COVER-92,CARCACA TRASEIRA MOTOROLA MC3090 GUN
50125623-001FRE,ALAVANCA DA CABECA DE IMPRESSAO DA IMPRESSORA PM42
PWR-BGA12V50W0WW,FONTE ZEBRA LEVEL VI AC/DC
ENGM-RLT-ZD220,ENGRENAGEM DO ROLETE PARA IMPRESSORA ZD220
DISPLAY-PVC-1MMP,"DISPLAY EM PVC BRANCO 1MM COM LEVE INCLINACAO EM DOBRA (7,5CMX2CM)"
P1031031,ZEBRA NET PRINT SERVER 10/100
P1032712-001,PLACA DE REDE INTERNA ZEBRA S4M
P370AE-SUB,SUB-PLACA DE CARREGAMENTO MOTOROLA MOTO G9 PLAY
CRC-CNTRL-L42PRO,CARCACA CENTRAL PARA IMPRESSORA ELGIN L42 PRO
PWR-WUA5V12W0BR,"FONTE DE ALIMENTACAO ZEBRA 2,5A E 5V"
SV0060,RECUPERACAO FACA DO CORTE COM AMOLACAO IMPRESSORA ZEBRA ZT410
INTERRUPMARGSEEK1P,INTERRRUPTOR MARG SLEEK 1P S/PL 16060 BC
130261,TAMPA DA BATERIA PARA IMPRESSORA PATHFINDER 6140
RFD8500-1000100-US,LEITOR  DE RFID UHF BLUETOOTH RFID8500 SEM MODULO LASER
SYMBOL-TRIGGER-01,GATILHO PLASTICO DO SYMBOL RS409 / RS-409
P1058300,PLACA FONTE ZEBRA ZM400/ZM600
41-63271-01,CARCACA SUPERIOR LEITOR SYMBOL LS3408 / LS3478 / LS3578
103012002,LEITOR DE CODIGO DE BARRAS BEMATECH BR-310
SYMBOL-HAND-STRAP-08,ALCA DE MAO MOTOROLA MC3190 / MC32N0 BRICK
T575,LCD COM TOUCH PARA TABLET SAMSUNG ACTIVE 3
MC330K-SG4HG4US,COLETOR DE DADOS ZEBRA MC33 47 TECLAS SE4850 2D ANDROID 7
MS5145-B,LEITOR DE DADOS HONEYWELL MS5145 - BRANCO
CYB-16257,LCD COM TOUCH HONEYWELL SCANPAL EDA51
H16004-LI,BATERIA 2400MAH 7.4V PARA IMPRESSORA ZEBRA QL220 / QL320
CK3XAA4K000W4410,COLETOR DE DADOS INTERMEC CK3X 2D (EX25)
21-21160-12,PLACA WIFI (WIRELESS) MOTOROLA MC9090 GUN / MC9090-S
CYB-12187,LCD DISPLAY PARA IMPRESSORA INTERMEC PB50
P1066836,CUTTER COMPLETO PARA IMPRESSORA ZM400
PANO-PERFEX30M,PANO PERFEX MULT-USO 30M
LACOGIGANTEAZ,LA«O GIGANTE
004.0912.0,TERMINAL DE CONSULTA GERTEC TC506 MONO WIFI
7450205,BATERIA DE BACKUP MOTOROLA MC3190 / MC9190 / MC92N0
120740-001,IMPRESSORA T…RMICA ZEBRA ZP 500
852-920-001,BASE CARREGADOR PARA COLETOR INTERMEC CK70
COLETORUHF300U,COLETOR DE DADOS COM LEITOR DE RFID UHF 300U COLETORUHF300U
160-LI-VELOCWEB,LICENCA 160-LI-VELOCWEB - VELOCITY WEB
CHA CAIXA,CHA CAIXA SACHE
SV0067,SERVICO | CONTRATO
79835,KIT REBOBINADOR E PEEL OFF ZEBRA ZM400
AMME2360,BATERIA ORIGINAL 5900MAH 3.8V PARA TABLET ZEBRA ET50
QD2131_01,GATILHO PLASTICO DATALOGIC QD2131
WP26,CELULAR OUKITEL WP26 DUAL SIM 256GB ANDROID 13
TC25ANDROID,CAPA DE PROTE«√O DO COLETOR TC25 ANDROID
01-071961-01,PLACA POWERBOARD PHASE III SYMBOL MC3090
MILHO,MILHO VERDE EM LATA
SV0001,MAO DE OBRA COLETOR
G77023M,ROLETE DE BORRACHA (SEM BUCHA) PARA IMPRESSORA ZEBRA S4M / Z4M
BOXRETO1/2,"BOX RETO__1/2"" 56127/021"
CYB-13622,"PLACA PRINCIPAL DATALOGIC SKORPIO X4 GUN WIN CE 7.0, WIFI"
KTG-ZT230-01,KIT TOGGLE BAR PARA IMPRESSORA ZEBRA ZT230 (SIMILAR)
CP-SLCN-G9PLAY,CAPA DE SILICONE PARA CELULAR MOTOROLA MOTO G9 PLAY
7.54564E+11,CART√O PVC BRANCO CRACHA 100 unidades
20.02,SERVICOS AEROPORTUARIOS
EXAME-ANTIGENO-SARS-,EXAME PESQUISA QUALITATIVA DE ANTIGENO PARA SARS-COV-2
P1025950-003,SENSOR DO RIBBON ZEBRA GT800
PSC11R-050,FONTE DE ALIMENTACAO PHIHONG 5V - 2A HONEYWELL 6500 / MEMOR X3
FONT-12V-3A,FONTE DE ALIMENTACAO 12V 3A - PINO P8 COM FURK
CBL-020-300-C00,"CABO DE COMUNICACAO SERIAL RS-232 PRETO, 3 MTS, ESPIRALADO HONEYWELL"
LACRE-VOID,LACRE VOID DE GARANTIA (35X15MM) AZUL CELESTE
PVC-CAPA-CK75,CAPA DE PROTECAO COLETOR GUN†SEM†ALCA TIRACOLO CK75
7927,"ARMAZENAMENTO, DEPOSITO, CARGA, DESCARGA, ARRUMACAO E GUARDA DE BENS"
CABECA-ZT410203DPI,CABECA DE IMPRESSAO ZEBRA ZT410 203 DPI
TABLET,TABLET SAMSUNG GALAXY TAB A7 32GB E 3GB DE MEMORIA RAM (4G)
MTBD-AXL-PD7100,PLACA AUXILIAR PARA LEITOR DATALOGIC POWER SCAN PD7100
SV0031,LOCACAO AVULSA
CYB-13751,CONJUNTO DE BOT√O LATERAL DO SCAN HONEYWELL EDA50K
CYB-12644,CABECA DE IMPRESSAO COM FLEX CABLE PARA IMPRESSORA ZEBRA ZQ520 203DPI
CYB-16182,ENGRENAGEM DO ROLETE ZEBRA ZQ630
G77100M,REBOBINADOR DO RIBBON ZEBRA ZM400
DISPENSERSBALCOOL,DISPENSER PARA SABONETE/ALCOOL EM GEL COMPACTA
TELEFONE-IP-TIP125I,TELEFONE TERMINAL INTELBRAS IP TIP 125I COM POE
SACOPAPEL,SAQUINHO DE PAPEL PARA PIPOCA/LANCHE
BACKUP-BATTERY06,BATERIA DE BACKUP MOTOROLA MC9090 / MC3090
PA-1650-68,FONTE SIMILAR DE ALIMENTACAO IMPRESSORA TLP2844/GC420T (20V-3A)
SYMB-FLEX-CABLE-166,CABO FLEX PARA PLACA PRINCIPAL SYMBOL DS9808
P1037974-027,SUPORTE DE ETIQUETA ZEBRA ZT230
ANTI-GASES,SIMETICONA ANTI GASES CAPSULA GELATINOSA 125MG
CLP,CLIPS N.4/0
FLEX-CABLE-62,CABO FLEX DO MODULO LASER EA30 DO INTERMEC CN70
ASPIRADOR,ASPIRADOR / SOPRADOR DE PO PORTATIL
1-206960-11,MOTOR DE TRACAO IMPRESSORA TERMICA PM4I
SAC45XX-4000CR,CARREGADOR DE BATERIA DE 4 POSICOES ZEBRA MC40N0
VS1200-07,MODULO LASER MOTOROLA VS1200
CYB-12138,CABO FLEX DO MODULO LASER PARA SYMBOL MK3100 / MK3190
CHAVE DE FENDA1X06,CHAVE DE FENDA 1 8X6 CRV BELZER214103BN 3114103BR214103BN COOPER TOOLS
"REFRIGERANTE-2LT	",REFRIGERANTE 2 LITROS
TUBODIODO5MW,TUBO DE DIODO LASER ADL65052TL 650NM LUZ VERMELHA 5MW A-18 2.2V-2.4V
CYB-15836,PLACA PRINCIPAL (COM SOFTWARE ICP) PARA INTERMEC CK3R
B723SOGA,"COLETOR DE DADOS HONEYWELL EDA51 ANDROID , 2D , WIFI , BLUETOOTH , NFC"
MC32N0-GL4HAHEIA,COLETOR DE DADOS MOTOROLA MC32N0 GUN ANDROID
GATILHOP-JOYATOUCHA6,GATILHO PLASTICO DATALOGIC JOYA TOUCH A6
ENVEL-240X340-KRAFT,ENVELOPE SACO KRAFT KN 34 240X340
H-FLEX-CABLE-32,CABO FLEX DO MODULO LASER EV15 LXE MX8
P1015888-101B,SENSOR (GAP) ETIQUETA ZEBRA GK420T | GX420T
P1008213,CUTTER PARA IMPRESSORA ZEBRA S4M
EDA50-011-C111B-HSM,COLETOR DE DADOS HONEYWELL EDA50 COM ANDROID
ETIQUETA100X80CM,ETIQUETA ADESIVA BRANCA 8CX10ACM ROLO C/420 UN
52665,COXIM CAMBIO TRAS BIELA
PB50-ROLODEPAPEL,ROLO DE PAPEL PARA IMPRESSORA DE ETIQUETAS INTERMEC PB50/PB51/PW50
SYMBOL-SCANNER-20,MODULO LASER SE-4500 2D SYMBOL MC3190 / MC659B/MC2180/MEMOR X3/MK590
SERVICO,SERVICO DE MANUTENCAO
TFHF-1250E,TAMPA FRONTAL HID FARGO DTC1250E
CYB-13621,CABO FLEX DO MODULO LASER (DE1011-SR) PARA COLETOR DE DADOS SKORPIO X4
ESTANT-5PRAT,"ESTANTE COM 5 PRATELEIRAS 0,30CM"
CYB-12726,PLACA PRINCIPAL MOTOROLA SYMBOL DS6707
P9038-0NDGI,CIRCUITO INTEGRADO DE CARREGAMENTO SEM FIO WPC 1.1 5V WIRELESS TX-A5A11
DTS3500,IMPRESSORA PORTATIL DTS-3500
ZT230GUIA,GUIA DO ROLO DE ETIQUETA ZEBRA ZT230
CYB-14894,VIBRADOR DATALOGIC JOYA TOUCH A6
LS2208-SR20007BR,LEITOR DE DADOS MOTOROLA LS2208 COR: BEGE/BRANCO
TC030SC1C1 UI,LCD DISPLAY MODULO ZEBRA MOTOROLA SB1 (USO INDEVIDO)
P1037974-069,CUTTER PARA IMPRESSORA ZEBRA ZT230
SINO,SINO DE BRONZE DECORA«√O COM SUPORTE
CBL-TC51-USB1-01,"CABO ZEBRA USB PARA COLETOR TC51, TC52, TC56 E TC57"
CCB01-010BT-07N,BASE DE COMUNICACAO HONEYWELL XENON 1902G / 1952
CRD9101-411CES,BERCO DE 4 POSICOES PARA COLETOR SYMBOL MOTOROLA MC9090
TLP-2844-Z,"IMPRESSORA DE DADOS ZEBRA TLP2844-Z - SERIAL,USB,REDE"
6510FPB2233E0H,COLETOR DE DADOS HONEYWELL DOLPHIN 6510
SYMB-FRONT-COVER-27,CARCACA PARA COLETOR MC9500 K
CYB-15748,TOUCH SCREEN LEITOR ZEBRA SYMBOL CC600
BR430I-0M10A-ID0,IMPRESSORA TERMICA DE CARTAO ZEBRA P430I
W5OO1808,SUPORTE DA CABECA DE IMPRESSAO PARA IMPRESSORA PATHFINDER
INATIVO05,COLETOR DE DADOS MOTOROLA MC3090G
PVC-CAPA-MX7,CAPA DE PROTECAO COLETOR GUN†SEM†ALCA TIRACOLO MX7
CARCACATRASEIRA_X5,CARCACA TRASEIRA PARA COLETOR SKORPIO X5
CASE-MC33-BRICK,CAPA DE PROTECAO EM COURO PARA COLETOR ZEBRA MC33 BRICK
P1037974-027,SUPORTE DE ETIQUETA ZEBRA ZT230
809128-001,CORREIA 110T LARGA PARA IMPRESSORA ZEBRA P100I / P110I / P120I
PTHD-GS-2606T,CABECA DE IMPRESSAO PARA GAINSCHA GS-2606T
11196,TERMINAL DE DIREA«√O LE
MC3000R-LC28S00GER,COLETOR DE DADOS MOTOROLA MC3090 BRICK BLUETOOTH
MOTHERBOARD-70,PLACA PRINCIPAL MOTOROLA MC9090 BRICK
7.1,"LIMPEZA, MANUTENCAO, CONSERVACAO DE IMOVEIS E VIAS PUBLICAS"
DISCOFREIO,DISCO DE FREIO DIANTEIRO SOLIDO FREMAX 3466
SYM-SCANNER-COVER-01,CAPA DO SCANNER DE ROTACAO PARA COLETOR MC3090 BRICK
QD2430-BKK10-C615,LEITOR DE DADOS DATALOGIC QUICKSCAN QD2430 1D E 2D
CAPA-CK3X-GUN,CAPA DE PROTECAO EM COURO PARA COLETOR CK3X GUN
PL-TEKLOGIX,"PLACA DO GATILHO PARA PSION TEKLOGIX OMNII XT15, 7545 XV"
45189-2,CORREIA ZEBRA 110XI3 / 110XI4 / 105SL / 105SL PLUS REF: 1880
CABO-BIPOLAR-PS3,"CABO DE ENERGIA BIPOLAR PS3/PS2 (DOIS POLOS) 1,8 METROS"
G77112M,CONJUNTO TRAVA DA CABECA ZEBRA S4M / Z4M
KITFOTOCELULA,KIT FOTOCELULA P/ PORTA SOCIAL BRUSHLESS EMBUTIR (EMISSOR/RECEPTOR)
20006,CORREIA ZEBRA S4M/ZM400/ZM600/ZT410/ZT420/ZT411 203DPI - REF: 1120 MXL
CYB-12877,TAMPA PLASTICA DA LENTE DE PROTE«√O DATALOGIC PM9500
PM9500-HP433RBK10,"LEITOR DE DADOS DATALOGIC POWER SCAN PM9500 433 MHz,  H"
P1046209-002,CARCACA DO LCD E DO TECLADO PARA ZEBRA QLN420
CRD3000-4001ER,BERCO 4 POSICOES PARA COLETOR MOTOROLA MC3090 / MC3190 / MC32N0
ROLETE BORR-IMZ220,ROLETE DE BORRACHA ZEBRA IMZ220
FIO-NYLON,FIO DE NYLON
REPETIDOR-SINAL,REPETIDOR DE SINAL WIRELESS TL-WA850RE 300MBPS (TP-LINK)
6000-USB-1,FONTE DE ALIMENTACAO HONEYWEL E CABO DE COMUNICACAO USB DOLPHIN 6000
98-0470077-00LF,PLACA FONTE TSC TTP-2410MT
BOB,BOBINA P/ MAQUINA DE CALCULAR 57X30M PLAVITEC
SYM-MOTHERBOARD-93,PLACA PRINCIPAL LEITOR SYMBOL MK1100/ MK1150/MK1250
944250006,"COLETOR DE DADOS DATALOGIC MEMOR X3 2D, WIFI, 25 TECLAS WINDOWS CE 6.0"
CYB-14474,CARCACA TRASEIRA HONEYWELL SCANPAL EDA51
MC55A0-P30SWQQA9WR,COLETOR DE DADOS MOTOROLA MC55A0
SB18D20540,BATERIA (NC50) PARA CELULAR MOTOROLA MOTO G32
1005984,BATERIA 3.7V 18.5WH 5000MAH PSION TEKLOGIX 7545 XT15
AC18177-9,CARREGADOR DE BATERIA DE 4 POSICOES ZEBRA QLN420/320/220/ZQ500
COPODEAGUA200ML,COPO DE AGUA MINERAL CX C/ 48 COPOS DE 200ML
MC9090-GF0HBGGA2WR,COLETOR DE DADOS MOTOROLA MC9090 GUN WIN CE / LASER CURTA DISTANCIA
BTRY-TC51-44MA1-01,BATERIA RECARREGAVEL ZEBRA TC51 / TC510K / TC56 / TC56CJ 4200MAH
SPTP-TSCTTP244,SUPORTE DA TAMPA SUPERIOR ZEBRA TSC TTP244
SAC9000-4000R,CARREGADOR DE BATERIA 4 POSICOES MOTOROLA MC9090/9190/92N0
CBL-TC51-USB1-01,"CABO ZEBRA USB PARA COLETOR TC51, TC52, TC56 E TC57"
S4M-GUIDE-01,GUIA DO ROLO DE ETIQUETA ZEBRA S4M / ZT230 / ZT231
50149348-001,BATERIA 7000MAH HONEYWELL EDA61K
P1089503-003,BATERIA RECARREGAVEL 3400MAH 7.2V PARA IMPRESSORA ZEBRA ZQ520 / ZQ521
MC32N0-GI4HCHEIA,COLETOR DE DADOS MOTOROLA MC32N0 GUN
P1105147-005,MESA DA CABECA DE IMPRESSAO / SENSOR DO RIBBON ZEBRA PARA ZEBRA  ZT411
SV0058,FLAT RATE
DC-2000-SCAN-1D,MODULO LASER 1D BEMATECH DC-2000
FRONT-COVER-05,CARCACA FRONTAL 52-TECLAS INTERMEC CK3A1
SYMBOL-BUTTON-02,BOT√O LATERAL MOTOROLA MC75 / MC70
ZC300-FONT-01,"FONTE DE ALIMENTACAO SIMILAR 24VDC (4,17)A PARA IMPRESSORA ZEBRA ZC300"
MTBD-GS-2604T,PLACA PRINCIPAL PARA IMPRESSORA GAINSCHA GS-2606T
6817,"REPROGRAFIA, MICROFILMAGEM E DIGITALIZACAO"
SYMBOL-ANTENNA-27,ANTENA WIFI MOTOROLA MC9190
QN3-AUGAL000-00,IMPRESSORA TERMICA ZEBRA QLN320 BLUETOOTH
569946-001,ROLOS ADESIVOS DE LIMPEZA PARA DATACARD SD360
90ACC0193,FONTE DE ALIMENTACAO DATALOGIC PARA LEITOR 3200VSI / VS2200 / NCR 7884
SB1-MAIN-BOARD,PLACA PRINCIPAL (VERSAO STANDARD) PARA SB1
DETERGENTE500ML,DETERGENTE YPE 500ML
944201019,COLETOR DE DADOS DATALOGIC MEMOR
AMENDOIM-TORRADO,AMENDOIM TORRADO
May-35,MODULO LASER DATALOGIC VS2200
SYMBOL-LCD65,LCD (COM PCB) PARA MOTOROLA MC9190G / MC92N0G
P1024394-001,ALAVANCA DA TAMPA ZEBRA QLN320
G105910-053-S,CABECA DE IMPRESSAO SMART ZEBRA TLP2844 / GC420T / ZD220 / ZD230
DATAMAX4310,IMPRESSORA DATAMAX - O NEIL I-4310
P1068020,TAMPA FRONTAL DA ETIQUETA ZEBRA ZQ520
TC200J-10C112US,"COLETOR DE DADOS ZEBRA TC20 2D IMAGER (SE4710), ANDROID 7.0"
CABO-CONFEC-01,CABO CONFECCIONADO PARA LEITOR DE DADOS (2 METROS)
21-SB1X-SKADP-10R,ADAPTADOR DO ALTO-FALANTE COM PTT MOTOROLA SB1
DISPLAYA4-VERTICAL,DISPLAY EXPOSITOR ACRILICO A4
E89382,PLACA PEQUENA PTT COM FLAT MOTOROLA SB1
945250006,COLETOR DE DADOS DATALOGIC FALCON X3
LNT-CMR-G9PLAY,LENTE DE PROTECAO PARA CAMERA DO MOTOROLA MOTO G9 PLAY
PSION-TOP-COVER-02,CARCACA SUPERIOR PSION 7535
MTBD-A34-128GB,PLACA PRINCIPAL PARA CELULAR SAMSUNG GALAXY A34 5G 128GB 6GB RAM
CANETA-STYLUS-GENERI,CANETA GENERICA PARA COLETOR DE DADOS
GM4400-BK433MHZ,LEITOR DE DADOS 2D DATALOGIC GRYPHON GM4400 BLUETOOTH
1.62868E+12,CABO CARREGADOR USB COM SAIDA TIPO C PARA COLETORES E LEITORES
SYMBOL-SCANNER-21,MODULO LASER 2D (SE-4400) MOTOROLA DS3478 / DS3578 / MC3090 / MC9090
ZT22042-T01000FZ,IMPRESSORA TERMICA ZEBRA ZT220 203 DPI
20006,CORREIA ZEBRA S4M/ZM400/ZM600/ZT410/ZT420/ZT411 203DPI - REF: 1120 MXL
ALC-OMB-6140,ALCA DE OMBRO PARA IMPRESSORA PATHFINDER 6140 (130605) MOSQUETAO METAL
DC-200,MODULO LASER 2D BEMATECH DC-2000
P1058930-018,KIT TOGGLE BAR PARA IMPRESSORA ZEBRA ZT410 (ORIGINAL)
CABO-HDMI-DVI,CABO HDMI / DVI-D 2 METROS REFOR«ADO PLUG BANHADO A OURO
MC319Z-GL4H24E0W,COLETOR DE DADOS 1D IMAGER MOTOROLA MC3190Z- RFID READE
20006,CORREIA ZEBRA S4M/ZM400/ZM600/ZT410/ZT420/ZT411 203DPI - REF: 1120 MXL
SYM-BACK-COVER-15,CARCACA TRASEIRA MOTOROLA MC3090 BRICK C/ CABE«A GIRAT”RIA
CBA-M65-S07ZAR,"CABO LISO 468X/9X PORTA 9B-2,13 METROS - HOST AUTO DETECTA DS7708/2208"
BOTINADESEUGURANCA,BOTINA DE SEGURANCA NOBUCK PRETA KADESH CA 16252
BCH-ENG-CTR-ZT230,BUCHA DA ENGRENAGEM (MAIOR) PARA O CUTTER DA IMPRESSORA ZT230
481-1999,COLETOR DE DADOS WORKABOUT PSION 7525
CAPA-CK3X-GUN,CAPA DE PROTECAO EM COURO PARA COLETOR CK3X GUN
F-MC40,TOUCH SCREEN (SEM ALTO FALANTE) ZEBRA MC40
SYMBOL-SWITCH-40,GATILHO COMPLETO MOTOROLA MC9090 GUN / MC9190 GUN
004.0912.0,TERMINAL DE CONSULTA GERTEC TC506 MONO WIFI
PLADQ2130,PLACA PRINCIPAL DATALOGIC QD2130
7.02,"EXECU«√O, POR ADMINISTRA«√O, DE OBRAS DE CONSTRU«√O CIVIL"
CYB-13223,PLACA PRINCIPAL (VERSAO BLUETOOTH) ZEBRA QLN320
PSION-MOTHERBOARD-20,POWERBOARD PARA PSION TEKLOGIX OMNII XT15F 7545
LK-P400-HCB,"IMPRESSORA PORTATIL DE 4 POLEGADAS SEWOO LK-P400 USB,BLUETOOTH , WIFI"
HP2774-CARTUCHO667,CARTUCHO PARA IMPRESSORA HP 2774 (667)
800117-001,CANETA DE LIMPEZA DA CABECA DE IMPRESSAO ZEBRA PEN CLEAN
EA2-00-15005A00,IMPRESSORA T…RMICA DATAMAX E-4205A
ZD42042-C0AM00EZ,IMPRESSORAS DE MESA ZD420 SERIES
G41011M,ROLETE DE BORRACHA ZEBRA 110XI3 / 110XI4 / 105SL PLUS (SEM BUCHA)
MK9520-32A38-Z,LEITOR DE DADOS HONEYWELL  MS9520 - PRETO
SYMBOL-KEYPAD-64,MEMBRANA DO TECLADO (27 TECLAS) PARA O SYMBOL MC2100 / MC2180
LUMEMERG30LDS,LUMINARIA EMERGENCIA 30 LEDS ELGIN
F-COVER-MC2180 UI,CARCACA FRONTAL DO MC2180 (USO INDEVIDO)
572768-001,ROLETE SUPERIOR DE LIMPEZA DATACARD SD360 SERIES
ZJ-9210,IMPRESSORA TERMICA ZJ-9210
